miliYAChe.|	miliYAChe.|,NP,0,0,n,n#
padA~Nkai	padA~Nkai,NP,0,0,n,n#
pAnapAtraTi	pAnapAtraTi,NP,0,0,n,n#
shukrabAreia-a-	shukrabAreia-a-,NP,0,0,n,n#
bhogyapaNa	bhogyapaNa,NP,0,0,n,n#
kanasTebulAria	kanasTebulAria,NP,0,0,n,n#
dharmarAjera	dharmarAja,NP,sg,gen,n,n#dharmarAja,NV,gen,n,n#dharmarAja,NC,sg,gen,n,n#
paure	paure,NP,0,0,n,n#
prAdhAnamantrIo	prAdhAnamantrIo,NP,0,0,n,n#
shashbat	shashbat,NP,0,0,n,n#
ChAtrajIbanaTA	ChAtrajIbana,NV,0,y,n#ChAtrajIbana,NC,sg,0,y,n#
bA.Dia-gharera	bA.Dia-gharera,NP,0,0,n,n#
sAhAyyaprArthI.'	sAhAyyaprArthI.',NP,0,0,n,n#
byaYasAYa	byaYasAYa,NP,0,0,n,n#
chennAiYera	chennAiYera,NP,0,0,n,n#
jAnAbena	jAnAno,VAUX,3,fut,sim,dcl,fin,n,n,y#jAnAno,VM,3,fut,sim,dcl,fin,n,n,y#
baNikamahale	baNikamahale,NP,0,0,n,n#
abAkashe	abAkashe,NP,0,0,n,n#
subidhAmata	subidhAmata,NP,0,0,n,n#
hAbiberao	hAbiberao,NP,0,0,n,n#
i.i~njijinIYAra	i.i~njijinIYAra,NP,0,0,n,n#
kabia/sampAdakerA	kabia/sampAdakerA,NP,0,0,n,n#
bAgAnaTira	bAgAnaTira,NP,0,0,n,n#
kichenaTio	kichenaTio,NP,0,0,n,n#
dbAYitbi	dbAYitbi,NP,0,0,n,n#
pArapharamenserao	pArapharamenserao,NP,0,0,n,n#
pa.DAshunAi	pa.DAshunA,NV,0,n,n#pa.DAshunA,NC,0,0,n,n#pa.DAshunA,NP,0,0,n,n#
haYeChila-a-mAikela	haYeChila-a-mAikela,NP,0,0,n,n#
relageTa	relageTa,NP,0,0,n,n#
jIbananiYantraNe	jIbananiYantraNe,NP,0,0,n,n#
sesaTa	sesaTa,NP,0,0,n,n#
mukulita	mukulita,JQ,n,n,nnm#mukulita,JJ,n,n#
nebhAdAYa	nebhAdAYa,NP,0,0,n,n#
lipashitjera	lipashitjera,NP,0,0,n,n#
ea-dua'Ti	ea-dua'Ti,NP,0,0,n,n#
byA~NgAlori	byA~NgAlori,NP,0,0,n,n#
mRRigiroga	mRRigiroga,NP,0,0,n,n#
shAlikAra	shAlikAra,NP,0,0,n,n#
nandadulAlabAbua	nandadulAlabAbua,NP,0,0,n,n#
piYa.niYa.nke	piYa.niYa.nke,NP,0,0,n,n#
AlApa-saha	AlApa-saha,NP,0,0,n,n#
gA.NAdhIi	gA.NAdhIi,NP,0,0,n,n#
maphasasle	maphasasle,NP,0,0,n,n#
biplababAbudera	biplababAbudera,NP,0,0,n,n#
jAbhAiTas	jAbhAiTas,NP,0,0,n,n#
tRRiptao	tRRipta,NP,0,0,n,n#tRRipta,NV,0,n,n#tRRipta,NC,0,0,n,n#
nishanera	nishanera,NP,0,0,n,n#
sipiema-deshama	sipiema-deshama,NP,0,0,n,n#
pRRimathibIra	pRRimathibIra,NP,0,0,n,n#
porTableYAra	porTableYAra,NP,0,0,n,n#
mArthANDA	mArthANDA,NP,0,0,n,n#
sAra-satyera	sAra-satyera,NP,0,0,n,n#
ba.DbAbuo	ba.DbAbuo,NP,0,0,n,n#
AbahuShNatAra	AbahuShNatAra,NP,0,0,n,n#
mAlakAjAnai	mAlakAjAnai,NP,0,0,n,n#
anantamUrtira	anantamUrtira,NP,0,0,n,n#
sTikei	sTikei,NP,0,0,n,n#
sukaNyAa	sukaNyAa,NP,0,0,n,n#
byAYAma	byAYAma,NP,sg,0,n,n#byAYAma,NC,sg,0,n,n#byAYAma,NV,0,n,n#
biplabasamarthita	biplabasamarthita,NP,0,0,n,n#
shRRi~Nkhale	shRRi~Nkhala,NP,sg,0,n,n#shRRi~Nkhala,NC,sg,0,n,n#shRRi~Nkhala,NV,0,n,n#
madajuYA	madajuYA,NP,0,0,n,n#
phUla-bikretAdera	phUla-bikretAdera,NP,0,0,n,n#
maryyAdAgambhIra	maryyAdAgambhIra,NP,0,0,n,n#
kAjinake	kAjinake,NP,0,0,n,n#
shArIra-shaktira	shArIra-shaktira,NP,0,0,n,n#
pauruShera	pauruShera,NP,0,0,n,n#
rAmanao	rAmanao,NP,0,0,n,n#
sudIptA	sudIptA,NP,0,0,n,n#
tArAa-nakShatra	tArAa-nakShatra,NP,0,0,n,n#
yantrasa~NgItashilpI	yantrasa~NgItashilpI,NP,0,0,n,n#
kiniteChena	kiniteChena,NP,0,0,n,n#
bA~Nure	bA~Nure,NP,0,0,n,n#
munnAbhAiYera	munnAbhAiYera,NP,0,0,n,n#
uchchapadera	uchchapadera,NP,0,0,n,n#
ArmaDAkorsa	ArmaDAkorsa,NP,0,0,n,n#
shilpImantrIke	shilpImantrIke,NP,0,0,n,n#
shikShAdarshera	shikShAdarshera,NP,0,0,n,n#
baigulira	bai,NV,gen,n,n#bai,NC,pl,gen,n,n#
goYendAa-daphatarera	goYendAa-daphatarera,NP,0,0,n,n#
lua'ra	lua'ra,NP,0,0,n,n#
kimbhutakimAkAra	kimbhutakimAkAra,NP,0,0,n,n#
chalaTA	chala,NC,sg,0,y,n#chala,NV,0,y,n#
'shbAsa	'shbAsa,NP,0,0,n,n#
sabbai	sabbai,NP,0,0,n,n#
slogAna-bikShobha	slogAna-bikShobha,NP,0,0,n,n#
pAtra'a	pAtra'a,NP,0,0,n,n#
adhyApaka-mahAshaYadera	adhyApaka-mahAshaYadera,NP,0,0,n,n#
meTAsiDa	meTAsiDa,NP,0,0,n,n#
chapala?a	chapala?a,NP,0,0,n,n#
tulinera	tulinera,NP,0,0,n,n#
bArebAre	bArebAre,NP,0,0,n,n#
sTeshanagAmI	sTeshanagAmI,NP,0,0,n,n#
TurnAmenTa-bhittika	TurnAmenTa-bhittika,NP,0,0,n,n#
shelao	shela,NC,0,0,n,n#shela,NP,0,0,n,n#shela,NV,0,n,n#
jhU.Nkate	jhU.Nkate,NP,0,0,n,n#
kasama-eo	kasama-eo,NP,0,0,n,n#
bij~nAnIgaNa	bij~nAnIgaNa,NP,0,0,n,n#
shreNIa-a-	shreNIa-a-,NP,0,0,n,n#
shilpamAdhyamera	shilpamAdhyamera,NP,0,0,n,n#
oYAlashake	oYAlashake,NP,0,0,n,n#
arbAchInai	arbAchInai,NP,0,0,n,n#
phraNTo	phraNTo,NP,0,0,n,n#
geTaoYea'ra	geTaoYea'ra,NP,0,0,n,n#
muchelera	muchelera,NP,0,0,n,n#
nAkakhAni	nAka,NC,sg,0,y,n#nAka,NV,0,y,n#
krUddha	krUddha,NP,0,0,n,n#
shilpotsabera	shilpotsabera,NP,0,0,n,n#
krikeTaTAradera	krikeTaTAradera,NP,0,0,n,n#
bAburake	bAburake,NP,0,0,n,n#
pushalAma	pushalAma,NP,0,0,n,n#
kAliYAga~nje	kAliYAga~nje,NP,0,0,n,n#
bahulA.nshei	bahulA.nshei,NP,0,0,n,n#
birodhitAYa-a-	birodhitAYa-a-,NP,0,0,n,n#
prachArakarmI	prachArakarmI,NP,0,0,n,n#
maganalAlera	maganalAlera,NP,0,0,n,n#
smRRitikoShe	smRRitikoShe,NP,0,0,n,n#
yYAmoniYAghaTita	yYAmoniYAghaTita,NP,0,0,n,n#
sanAkta	sanAkta,NP,sg,0,n,n#sanAkta,NV,0,n,n#sanAkta,NC,sg,0,n,n#
jAtako	jAtako,NP,0,0,n,n#
sUchipatre	sUchipatra,NC,sg,0,n,n#sUchipatra,NP,sg,0,n,n#sUchipatra,NV,0,n,n#
dhanukera	dhanuka,NV,gen,n,n#dhanuka,NC,sg,gen,n,n#dhanuka,NP,sg,gen,n,n#
bahumAtrAYa	bahumAtrAYa,NP,0,0,n,n#
mAlAmapujAra	mAlAmapujAra,NP,0,0,n,n#
Aliga.Dei	Aliga.Dei,NP,0,0,n,n#
DAYanA	DAYanA,NP,0,0,n,n#
bAbughATamukhI	bAbughATamukhI,NP,0,0,n,n#
jbAlAnia-grAsI	jbAlAnia-grAsI,NP,0,0,n,n#
dua-janerai	dua-janerai,NP,0,0,n,n#
janttaTi	janttaTi,NP,0,0,n,n#
dichChea-a-a'a	dichChea-a-a'a,NP,0,0,n,n#
eba.n	eba.n,CCD#eba.n,CSB,n#
asijit	asijit,NP,0,0,n,n#
AyaTAchi	AyaTAchi,NP,0,0,n,n#
bhilAra	bhilAra,NP,0,0,n,n#
shikShApratiShThAnea	shikShApratiShThAnea,NP,0,0,n,n#
daNDa	daNDa,NP,sg,0,n,n#daNDa,NV,0,n,n#daNDa,NC,sg,0,n,n#
shephArDa	shephArDa,NP,0,0,n,n#
naoYAjesha	naoYAjesha,NP,0,0,n,n#
gAndhArIkei	gAndhArI,NP,sg,acc,n,n#gAndhArI,NV,acc,n,n#gAndhArI,NC,sg,acc,n,n#
AA.DAlahIna	AA.DAlahIna,NP,0,0,n,n#
sA.NtarAgAChite	sA.NtarAgAChite,NP,0,0,n,n#
yubashrI	yubashrI,NP,0,0,n,n#
hAipoklorAiDa	hAipoklorAiDa,NP,0,0,n,n#
pa~Naktigulora	pa~Naktigulora,NP,0,0,n,n#
mahArAjAdera	mahArAjA,NP,pl,gen,n,n#mahArAjA,NC,pl,gen,n,n#mahArAjA,NV,gen,n,n#
kAna-hAmAnera	kAna-hAmAnera,NP,0,0,n,n#
sbarAjabAbuo	sbarAjabAbuo,NP,0,0,n,n#
sandehajanakabhAbe	sandehajanakabhAbe,NP,0,0,n,n#
iYAØhelamaholatsa	iYAØhelamaholatsa,NP,0,0,n,n#
tAbatkAla	tAbatkAla,NP,0,0,n,n#
prApaka	prApaka,JQ,n,n,nnm#prApaka,NP,sg,0,n,n#prApaka,JJ,n,n#prApaka,NV,0,n,n#prApaka,NC,sg,0,n,n#
haladeTebAdAme	haladeTebAdAme,NP,0,0,n,n#
hAtaTA.'	hAtaTA.',NP,0,0,n,n#
kiloa	kiloa,NP,0,0,n,n#
uchChasita	uchChasita,NP,0,0,n,n#
akSharaj~nAnaTukuo	akSharaj~nAnaTukuo,NP,0,0,n,n#
sabaoa	sabaoa,NP,0,0,n,n#
dea'ke	dea'ke,NP,0,0,n,n#
bA.Dala.'	bA.Dala.',NP,0,0,n,n#
bhUsampada	bhUsampada,NP,0,0,n,n#
prasabakAlei	prasabakAlei,NP,0,0,n,n#
snehamishrita	snehamishrita,NP,0,0,n,n#
atibyaste	atibyaste,NP,0,0,n,n#
pau.NChaYainia	pau.NChaYainia,NP,0,0,n,n#
byabasAYirA	byabasAYirA,NP,0,0,n,n#
jAsTisa-e	jAsTisa-e,NP,0,0,n,n#
hAlatura	hAlatura,NP,0,0,n,n#
prAdoshika	prAdoshika,NP,0,0,n,n#
pu.Nthipustakera	pu.Nthipustakera,NP,0,0,n,n#
gatibegei	gatibegei,NP,0,0,n,n#
--birodhIdera	--birodhIdera,NP,0,0,n,n#
kUberabAbu	kUberabAbu,NP,0,0,n,n#
paraganAa-a-	paraganAa-a-,NP,0,0,n,n#
mu.DA	mu.DA,JQ,n,n,nnm#mu.DA,NC,sg,0,n,n#mu.DA,JJ,n,n#mu.DA,NP,sg,0,n,n#mu.DA,NV,0,n,n#
rAjaprAsAda-	rAjaprAsAda-,NP,0,0,n,n#
pathayAtrAYa	pathayAtrAYa,NP,0,0,n,n#
'ea-saba	'ea-saba,NP,0,0,n,n#
Treni¬era	Treni¬era,NP,0,0,n,n#
ullekhayogyabhAbe	ullekhayogyabhAbe,NP,0,0,n,n#
bhAkA	bhAkA,NP,0,0,n,n#
jimonajikake	jimonajikake,NP,0,0,n,n#
phA.NsIte	phA.NsI,NC,sg,loc,n,n#phA.NsI,NV,loc,n,n#
mAhmula	mAhmula,NP,0,0,n,n#
shikShAsa×sthA	shikShAsa×sthA,NP,0,0,n,n#
raphibAdeo	raphibAdeo,NP,0,0,n,n#
'dIpakake	'dIpakake,NP,0,0,n,n#
karmapaddhatite	karmapaddhati,NV,loc,n,n#karmapaddhati,NC,sg,loc,n,n#
prepAreshana	prepAreshana,NP,0,0,n,n#
nirbAchana-samudre	nirbAchana-samudre,NP,0,0,n,n#
sekashaneo	sekashaneo,NP,0,0,n,n#
grahapu~nje	grahapu~nje,NP,0,0,n,n#
stadhba	stadhba,NP,0,0,n,n#
sha~NkarajaYakiShaNake	sha~NkarajaYakiShaNake,NP,0,0,n,n#
suruliYA	suruliYA,NP,0,0,n,n#
mauchAke	mauchAke,NP,0,0,n,n#
eriYAnao	eriYAnao,NP,0,0,n,n#
oYArTAlu	oYArTAlu,NP,0,0,n,n#
barNachatuShTaYera	barNachatuShTaYera,NP,0,0,n,n#
nirmANa-era	nirmANa-era,NP,0,0,n,n#
mekAniksa-era	mekAniksa-era,NP,0,0,n,n#
oYAna.	oYAna.,NP,0,0,n,n#
kistoYAra	kistoYAra,NP,0,0,n,n#
prakalpagulii	prakalpa,NC,pl,0,y,n#prakalpa,NV,0,y,n#
mejoa-sejo	mejoa-sejo,NP,0,0,n,n#
piYAlira	piYAlira,NP,0,0,n,n#
ko~Nkanera	ko~Nkanera,NP,0,0,n,n#
shibAjI	shibAjI,NP,0,0,n,n#
nimita	nimita,NP,0,0,n,n#
'phyAnarA	'phyAnarA,NP,0,0,n,n#
bhuso	bhuso,NP,sg,0,n,n#bhuso,NC,sg,0,n,n#bhuso,NV,0,n,n#
bA.Dia-aphisa	bA.Dia-aphisa,NP,0,0,n,n#
jAmiYAtera	jAmiYAtera,NP,0,0,n,n#
kAnanagopAlabAbu	kAnanagopAlabAbu,NP,0,0,n,n#
kAmanAr	kAmanAr,NP,0,0,n,n#
ulaTAiYA	ulaTAiYA,NP,0,0,n,n#
dApaTa!a	dApaTa!a,NP,0,0,n,n#
sbAsthya-aphisAra	sbAsthya-aphisAra,NP,0,0,n,n#
bAjAro	bAjAro,NP,0,0,n,n#
biShAda-ullAse	biShAda-ullAse,NP,0,0,n,n#
mAdrAja-paTanA	mAdrAja-paTanA,NP,0,0,n,n#
ghanakaTira	ghanakaTira,NP,0,0,n,n#
sahure	sahure,JJ,n,n#sahure,JQ,n,n,nnm#
guDDudera	guDDudera,NP,0,0,n,n#
mRRityu~njaYabAbuke	mRRityu~njaYabAbuke,NP,0,0,n,n#
dbyatmaka	dbyatmaka,NP,0,0,n,n#
skulapaDa?uYAra	skulapaDa?uYAra,NP,0,0,n,n#
narakesharI	narakesharI,NP,0,0,n,n#
gyAsaTrora	gyAsaTrora,NP,0,0,n,n#
AlamAsi	AlamAsi,NP,0,0,n,n#
gurudbAre	gurudbAre,NP,0,0,n,n#
kamANDArsa	kamANDArsa,NP,0,0,n,n#
jaloa	jaloa,NP,0,0,n,n#
hominiDi	hominiDi,NP,0,0,n,n#
nAmeia	nAmeia,NP,0,0,n,n#
gAnda	gAnda,NP,0,0,n,n#
bibike	bibi,NV,acc,n,n#bibi,NP,sg,acc,n,n#bibi,NC,sg,acc,n,n#
dA.N.DAYa-a-ke	dA.N.DAYa-a-ke,NP,0,0,n,n#
kalakAtAbAsI	kalakAtAbAsI,NP,0,0,n,n#
na~NgameibA~Nga	na~NgameibA~Nga,NP,0,0,n,n#
'orAo	'orAo,NP,0,0,n,n#
ichCheDAra	ichCheDAra,NP,0,0,n,n#
dara,a	dara,a,NP,0,0,n,n#
sUchIshilpe	sUchIshilpe,NP,0,0,n,n#
'tabua	'tabua,NP,0,0,n,n#
rekarDaguli	rekarDaguli,NP,0,0,n,n#
bodaleYAra	bodaleYAra,NP,0,0,n,n#
'samAdhAna	'samAdhAna,NP,0,0,n,n#
haoYAtei	haoYA,NC,0,loc,n,n#haoYA,NV,loc,n,n#
bhe.DiTA	bhe.Di,NC,sg,0,y,n#bhe.Di,NV,0,y,n#
kalarabai	kalarabai,NP,0,0,n,n#
snigdhatAYa	snigdhatA,NC,sg,0,n,n#snigdhatA,NV,0,n,n#
palineshIYa	palineshIYa,NP,0,0,n,n#
pyAgAna	pyAgAna,NP,0,0,n,n#
nAa-neoYATA	nAa-neoYATA,NP,0,0,n,n#
binodinIo	binodinI,NP,0,0,n,n#binodinI,NC,0,0,n,n#binodinI,NV,0,n,n#
pathachitrao	pathachitrao,NP,0,0,n,n#
dua'Toa-tinaTe	dua'Toa-tinaTe,NP,0,0,n,n#
bhagnasbAsthyera	bhagnasbAsthyera,NP,0,0,n,n#
jalapotera	jalapotera,NP,0,0,n,n#
sEÎyogake	sEÎyogake,NP,0,0,n,n#
shikShAjagatke	shikShAjagatke,NP,0,0,n,n#
kUShThamukta	kUShThamukta,NP,0,0,n,n#
bhi.DiYA	bhi.DiYA,NP,0,0,n,n#
utsAhIa-a-	utsAhIa-a-,NP,0,0,n,n#
banamantrIo	banamantrIo,NP,0,0,n,n#
nirAmiShabhojIdera	nirAmiShabhojIdera,NP,0,0,n,n#
kurichira	kurichira,NP,0,0,n,n#
gulabudina	gulabudina,NP,0,0,n,n#
shAsakake	shAsaka,NC,sg,acc,n,n#shAsaka,NV,acc,n,n#
TyuishAna	TyuishAna,NP,0,0,n,n#
saµgItacharchAra	saµgItacharchAra,NP,0,0,n,n#
mamatApanthI	mamatApanthI,NP,0,0,n,n#
mulasima	mulasima,NP,0,0,n,n#
remabrAnTa	remabrAnTa,NP,0,0,n,n#
lenadenakArIrAi	lenadenakArIrAi,NP,0,0,n,n#
brahmapure	brahmapure,NP,0,0,n,n#
paryaTanakArI	paryaTanakArI,JQ,n,n,nnm#paryaTanakArI,NV,0,n,n#paryaTanakArI,JJ,n,n#paryaTanakArI,NC,sg,0,n,n#paryaTanakArI,NP,sg,0,n,n#
pANDura	pANDu,NP,sg,gen,n,n#pANDu,NC,sg,gen,n,n#pANDura,JJ,n,n#pANDu,NV,gen,n,n#pANDura,JQ,n,n,nnm#
rephArAla	rephArAla,NP,0,0,n,n#
sama-dUratbera	sama-dUratbera,NP,0,0,n,n#
DyAshAbhiDa	DyAshAbhiDa,NP,0,0,n,n#
'ghisa	'ghisa,NP,0,0,n,n#
spilasberira	spilasberira,NP,0,0,n,n#
chorApakeTagulo	chorApakeTa,NV,0,y,n#chorApakeTa,NC,pl,0,y,n#
mArasupiYAma	mArasupiYAma,NP,0,0,n,n#
sbarabha~Ngia	sbarabha~Ngia,NP,0,0,n,n#
AdibAsIa	AdibAsIa,NP,0,0,n,n#
talAshi	talAshi,JQ,n,n,nnm#talAshi,NV,0,n,n#talAshi,NC,sg,0,n,n#talAshi,JJ,n,n#talAshi,NP,sg,0,n,n#
baÕshabahirbhUta	baÕshabahirbhUta,NP,0,0,n,n#
darakAra.ete	darakAra.ete,NP,0,0,n,n#
inaphoTeka-era	inaphoTeka-era,NP,0,0,n,n#
bhAisacheYAramyAna	bhAisacheYAramyAna,NP,0,0,n,n#
kATiye	kATiye,NP,0,0,n,n#
gArsTena	gArsTena,NP,0,0,n,n#
alarAuNDAraTi	alarAuNDAraTi,NP,0,0,n,n#
birajukei	birajukei,NP,0,0,n,n#
jIbana	jIbana,NV,0,n,n#jIbana,NC,sg,0,n,n#jIbana,NP,sg,0,n,n#
hAbheliteo	hAbheliteo,NP,0,0,n,n#
pAloTa	pAloTa,NP,0,0,n,n#
purapitAa-mAtAra	purapitAa-mAtAra,NP,0,0,n,n#
pAnatuYA	pAnatuYA,NV,0,n,n#pAnatuYA,NC,sg,0,n,n#pAnatuYA,NP,sg,0,n,n#
upasaØhAra	upasaØhAra,NP,0,0,n,n#
jetAa	jetAa,NP,0,0,n,n#
shimurAli	shimurAli,NP,0,0,n,n#
koTa-TAi	koTa-TAi,NP,0,0,n,n#
lie.Ne	lie.Ne,NP,0,0,n,n#
kanajiumArsa	kanajiumArsa,NP,0,0,n,n#
durgApadera	durgApadera,NP,0,0,n,n#
prashAsanika/kAryanirbAhI	prashAsanika/kAryanirbAhI,NP,0,0,n,n#
tadanta-riporTai	tadanta-riporTai,NP,0,0,n,n#
nIlakuThira	nIlakuThi,NV,gen,n,n#nIlakuThi,NP,sg,gen,n,n#nIlakuThi,NC,sg,gen,n,n#
i.NipaYAjabATA	i.NipaYAjabATA,NP,0,0,n,n#
chArma'a-era	chArma'a-era,NP,0,0,n,n#
nisane	nisane,NP,0,0,n,n#
balabeni	balabeni,NP,0,0,n,n#
jarja-baYakaTa	jarja-baYakaTa,NP,0,0,n,n#
salila-samAdhi	salila-samAdhi,NP,0,0,n,n#
ghyAnaghyAnAnira	ghyAnaghyAnAnira,NP,0,0,n,n#
somadeba	somadeba,NP,0,0,n,n#
rTyAkasyuTera	rTyAkasyuTera,NP,0,0,n,n#
AYesi	AYesi,NP,0,0,n,n#
miujiYAmaTi	miujiYAmaTi,NP,0,0,n,n#
shishukole	shishukole,NP,0,0,n,n#
muShTibharti	muShTibharti,NP,0,0,n,n#
hirana	hirana,NP,0,0,n,n#
dAmAskAse	dAmAskAse,NP,0,0,n,n#
bAlakhilya	bAlakhilya,NP,sg,0,n,n#bAlakhilya,NV,0,n,n#bAlakhilya,NC,sg,0,n,n#
samAjabirodhIrA.'	samAjabirodhIrA.',NP,0,0,n,n#
rUpasIa	rUpasIa,NP,0,0,n,n#
kaleo	kala,NC,0,0,n,n#kala,NV,0,n,n#kala,NP,0,0,n,n#
biYogaphalera	biYogaphalera,NP,0,0,n,n#
bhuja-gAmI	bhuja-gAmI,NP,0,0,n,n#
pa~nchaj~nAnendriYara	pa~nchaj~nAnendriYara,NP,0,0,n,n#
nurauddina	nurauddina,NP,0,0,n,n#
kyAnasAra-rogIdera	kyAnasAra-rogIdera,NP,0,0,n,n#
kibhU	kibhU,NP,0,0,n,n#
parShadakartAdera	parShadakartAdera,NP,0,0,n,n#
dodulagatite	dodulagatite,NP,0,0,n,n#
TebalaTenisera	TebalaTenisera,NP,0,0,n,n#
uliDi	uliDi,NP,0,0,n,n#
AdikUnalea	AdikUnalea,NP,0,0,n,n#
bishbabishruta	bishbabishruta,JQ,n,n,nnm#bishbabishruta,JJ,n,n#
aa-sA.nsada	aa-sA.nsada,NP,0,0,n,n#
menana	menana,NP,0,0,n,n#
bisphobaNera	bisphobaNera,NP,0,0,n,n#
ka~NkanA	ka~NkanA,NP,0,0,n,n#
bahutbai	bahutbai,NP,0,0,n,n#
akShamatAo	akShamatA,NC,0,0,n,n#akShamatA,NV,0,n,n#akShamatA,NP,0,0,n,n#
TrAnajishana	TrAnajishana,NP,0,0,n,n#
hIrAga~njera	hIrAga~njera,NP,0,0,n,n#
byA~Nkerai	byA~Nkerai,NP,0,0,n,n#
kyADAre	kyADAre,NP,0,0,n,n#
chAoYAmAtra	chAoYAmAtra,NP,0,0,n,n#
shibAjIo	shibAjIo,NP,0,0,n,n#
beda-bedAnta	beda-bedAnta,NP,0,0,n,n#
AnnADela	AnnADela,NP,0,0,n,n#
enAnAa	enAnAa,NP,0,0,n,n#
miShTAra	miShTAra,NP,0,0,n,n#
samaYaTA	samaYa,NC,sg,0,y,n#samaYa,NV,0,y,n#
bhA.NA.De	bhA.NA.De,NP,0,0,n,n#
shailIa	shailIa,NP,0,0,n,n#
sarAbhAia	sarAbhAia,NP,0,0,n,n#
eksaklusibha	eksaklusibha,NP,0,0,n,n#
Thumarite	Thumarite,NP,0,0,n,n#
bAganAnachaitanyabATia	bAganAnachaitanyabATia,NP,0,0,n,n#
kA.Dale	kA.DA,VAUX,2,pst,sim,dcl,fin,n,n,n#kA.DA,VM,2,pst,sim,dcl,fin,n,n,n#
dRRiShTitei	dRRiShTi,NV,loc,n,n#dRRiShTi,NC,0,loc,n,n#
raghu.	raghu.,NP,0,0,n,n#
-sudIpa	-sudIpa,NP,0,0,n,n#
'bAsudebake	'bAsudebake,NP,0,0,n,n#
kITANura	kITANu,NP,sg,gen,n,n#kITANu,NV,gen,n,n#kITANu,NC,sg,gen,n,n#
tomAderai	tomAderai,NP,0,0,n,n#
karmarUpe	karmarUpe,NP,0,0,n,n#
janasa.nYoga	janasa.nYoga,NP,0,0,n,n#
nirApada-sa.nsargera	nirApada-sa.nsargera,NP,0,0,n,n#
porTana	porTana,NP,0,0,n,n#
pasiTrana	pasiTrana,NP,0,0,n,n#
yea-dudhapukUre	yea-dudhapukUre,NP,0,0,n,n#
akSharikAa	akSharikAa,NP,0,0,n,n#
bimAnaTira	bimAnaTira,NP,0,0,n,n#
DAkeo	DA,NP,sg,acc,n,n#DA,NV,acc,n,n#DA,NC,sg,acc,n,n#
AlekajeNDAra	AlekajeNDAra,NP,0,0,n,n#
sulakShaNAa	sulakShaNAa,NP,0,0,n,n#
esabai	esabai,NP,0,0,n,n#
mAthuurera	mAthuurera,NP,0,0,n,n#
khabaraTAa	khabaraTAa,NP,0,0,n,n#
khunakhArApite	khunakhArApi,NC,sg,loc,n,n#khunakhArApi,NV,loc,n,n#
posTAraTi	posTAraTi,NP,0,0,n,n#
kamika	kamika,NP,0,0,n,n#
skyANDAla-patrikAra	skyANDAla-patrikAra,NP,0,0,n,n#
iYA	iYA,NP,0,0,n,n#
bujhiYea-sujiYe	bujhiYea-sujiYe,NP,0,0,n,n#
jAmInera	jAmIna,NC,sg,gen,n,n#jAmIna,NV,gen,n,n#jAmIna,NP,sg,gen,n,n#
riporTake	riporTa,NV,acc,n,n#riporTa,NC,sg,acc,n,n#
guhai	guhai,NP,0,0,n,n#
mArahATTA	mArahATTA,JQ,n,n,nnm#mArahATTA,NV,0,n,n#mArahATTA,NC,sg,0,n,n#mArahATTA,NP,sg,0,n,n#mArahATTA,JJ,n,n#
loka-utsaba	loka-utsaba,NP,0,0,n,n#
bidrUparekhA	bidrUparekhA,NP,0,0,n,n#
iuTiAike	iuTiAike,NP,0,0,n,n#
patralekhakera	patralekhakera,NP,0,0,n,n#
ga.DaTike	ga.DaTike,NP,0,0,n,n#
yU.NiYera	yU.NiYera,NP,0,0,n,n#
aparishodha	aparishodha,NP,0,0,n,n#
rAutA	rAutA,NP,0,0,n,n#
pratItipratyaYera	pratItipratyaYera,NP,0,0,n,n#
sa³kalpe	sa³kalpe,NP,0,0,n,n#
rAjyabAsIrA	rAjyabAsIrA,NP,0,0,n,n#
meTAlArji	meTAlArji,NP,0,0,n,n#
eShaNAa	eShaNAa,NP,0,0,n,n#
Chabia-dhArAo	Chabia-dhArAo,NP,0,0,n,n#
gabeShaNAa-kShetre	gabeShaNAa-kShetre,NP,0,0,n,n#
naodAYa	naodAYa,NP,0,0,n,n#
paribesha-parikAThAmo	paribesha-parikAThAmo,NP,0,0,n,n#
pAnabAjAra	pAnabAjAra,NP,0,0,n,n#
rabIndrAdarshe	rabIndrAdarshe,NP,0,0,n,n#
uisakanasina-meDisana	uisakanasina-meDisana,NP,0,0,n,n#
RRitusa.nhAra'a-era	RRitusa.nhAra'a-era,NP,0,0,n,n#
sa´khyAlaghudera	sa´khyAlaghudera,NP,0,0,n,n#
yea-barNanA	yea-barNanA,NP,0,0,n,n#
rAmanaresha	rAmanaresha,NP,0,0,n,n#
dehAbasheShe	dehAbasheShe,NP,0,0,n,n#
bhUtApa	bhUtApa,NP,0,0,n,n#
khA.NAcha	khA.NAcha,NP,0,0,n,n#
AtmaniYantraNahInatA	AtmaniYantraNahInatA,NP,0,0,n,n#
karaChA.D	karaChA.D,NP,0,0,n,n#
mAlikapakShera	mAlikapakShera,NP,0,0,n,n#
puruShagulora	puruSha,NV,gen,n,n#puruSha,NC,pl,gen,n,n#
prijanAra	prijanAra,NP,0,0,n,n#
oYAlekUma	oYAlekUma,NP,0,0,n,n#
dea-i	dea-i,NP,0,0,n,n#
chalachitrachintA	chalachitrachintA,NP,0,0,n,n#
sa.nskAramantrI	sa.nskAramantrI,NP,0,0,n,n#
mitraprApti	mitraprApti,NP,0,0,n,n#
